rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
95,Jkk Entertainment,37200000,16402066717.0,Comedy,Jkk Entertainment,220,India,IN,Comedy,178.0,24.0,3.0,49861000.0,12500.0,199400.0,149600.0,2400000.0,2017.0,3.0,20,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,3,2017-03-20,3226,0
96,ABP NEWS,37000000,13102611515.0,People & Blogs,ABP NEWS,301308,India,IN,News,280.0,25.0,2.0,267060000.0,66800.0,1100000.0,801200.0,12800000.0,2012.0,6.0,1,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,6,2012-06-01,4979,4
97,Maria Clara & JP,37000000,24188861917.0,People & Blogs,Maria Clara & JP,744,Brazil,BR,Entertainment,75.0,7.0,30.0,251449000.0,62900.0,1000000.0,754300.0,12100000.0,2015.0,9.0,6,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,People & Blogs,9,2015-09-06,3787,6
98,Bruno Mars,36700000,19378155425.0,Music,Bruno Mars,99,United States,US,Music,134.0,30.0,34.0,175243000.0,43800.0,701000.0,525700.0,8400000.0,2006.0,9.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2006-09-19,7061,1
99,Maroon 5,36600000,22553923546.0,Music,Maroon 5,171,United States,US,Music,96.0,31.0,35.0,152825000.0,38200.0,611300.0,458500.0,7300000.0,2006.0,3.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,3,2006-03-09,7255,3
100,Ultra Bollywood,36600000,15653786446.0,Trailers,Ultra Bollywood,9168,India,IN,Entertainment,205.0,26.0,31.0,131462000.0,0.0,0.0,0.0,0.0,2009.0,10.0,21,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Trailers,10,2009-10-21,5933,2
101,PowerKids TV,36500000,18961241905.0,Film & Animation,PowerKids TV,5621,Unknown,Unknown,Film,139.0,1.0,6.0,318702000.0,79700.0,1300000.0,956100.0,15300000.0,2014.0,8.0,6,,,,,,,Film & Animation,8,2014-08-06,4183,2
102,YouTube,36300000,3010784935.0,News & Politics,YouTube,744,United States,US,Entertainment,2860.0,32.0,5.0,21103000.0,5300.0,84400.0,63300.0,1000000.0,1970.0,1.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,News & Politics,1,1970-01-01,20471,3
103,News,36300000,0.0,,News,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2013.0,9.0,9,,,,,,,Unknown,9,2013-09-09,4514,0
104,Ozuna,36200000,23355801606.0,Music,Ozuna,196,Unknown,Unknown,Music,87.0,2.0,36.0,169242000.0,42300.0,677000.0,507700.0,8100000.0,2016.0,3.0,24,,,,,,,Music,3,2016-03-24,3587,3
105,MrBeast Gaming,36100000,6331332547.0,Gaming,MrBeastGaming,5,Unknown,Unknown,Comedy,4057305.0,,4880.0,32.0,0.01,0.13,0.1,2.0,2011.0,2.0,26,,,,,,,Gaming,2,2011-02-26,5440,5
106,La Granja de Zenï¿½,35700000,27118354077.0,Music,La Granja de Zenï¿½,654,Argentina,AR,Music,58.0,2.0,37.0,302071000.0,75500.0,1200000.0,906200.0,14500000.0,2013.0,6.0,6,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Music,6,2013-06-06,4609,3
107,Saregama Music,35500000,15657673422.0,Entertainment,Saregama Music,7566,India,IN,Music,199.0,27.0,38.0,533793000.0,133400.0,2100000.0,1600000.0,25600000.0,2013.0,1.0,4,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,1,2013-01-04,4762,4
108,IndiaTV,35500000,16105023749.0,News & Politics,IndiaTV,273255,India,IN,News,185.0,27.0,3.0,290847000.0,72700.0,1200000.0,872500.0,14000000.0,2006.0,8.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,8,2006-08-26,7085,5
109,T-Series Bollywood Classics,35400000,22637783517.0,Music,T-Series Bollywood Classics,2010,India,IN,Music,94.0,28.0,39.0,331474000.0,82900.0,1300000.0,994400.0,15900000.0,2012.0,4.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,4,2012-04-02,5039,0
110,Total Gaming,35400000,5556364230.0,Gaming,totalgaming,1,Unknown,Unknown,Autos,4056447.0,,3902.0,53.0,0.01,0.21,0.16,3.0,2006.0,7.0,15,,,,,,,Gaming,7,2006-07-15,7127,5
111,Markiplier,35200000,20297931219.0,Gaming,Markiplier,5490,United States,US,Games,119.0,34.0,8.0,127329000.0,31800.0,509300.0,382000.0,6100000.0,2012.0,5.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,5,2012-05-26,4985,5
112,Ryan's World,35200000,55299840198.0,Entertainment,Ryan's World,2453,United States,US,Entertainment,15.0,35.0,32.0,238613000.0,59700.0,954500.0,715800.0,11500000.0,2015.0,3.0,17,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,3,2015-03-17,3960,1
113,Genevieve's Playhouse - Learning Videos for Kids,34900000,25607397308.0,Education,Genevieve's Playhouse - Learning Videos for ï¿½,617,United States,US,Film,69.0,36.0,7.0,335307000.0,83800.0,1300000.0,1000000.0,16100000.0,2016.0,1.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,1,2016-01-06,3665,2
114,T-Series Apna Punjab,34600000,21306315429.0,Music,T- Series Apna Punjab,0,Unknown,Unknown,News,4057944.0,,4653.0,64085000.0,0.0,0.0,0.0,0.0,2020.0,7.0,9,,,,,,,Music,7,2020-07-09,2019,3
115,Techno Gamerz,34400000,9690499664.0,Gaming,TechnoGamerz,1,Unknown,Unknown,Games,4057311.0,,7489.0,86.0,0.02,0.34,0.26,4.0,2010.0,5.0,19,,,,,,,Gaming,5,2010-05-19,5723,2
116,Geet MP3,34300000,12746535822.0,Music,Geet MP3,679,India,IN,Music,299.0,31.0,41.0,101357000.0,25300.0,405400.0,304100.0,4900000.0,2016.0,10.0,22,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,10,2016-10-22,3375,5
117,J Balvin,34100000,23005313609.0,Music,J Balvin,141,Colombia,CO,Music,89.0,2.0,42.0,128696000.0,32200.0,514800.0,386100.0,6200000.0,2011.0,2.0,18,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Music,2,2011-02-18,5448,4
118,Jess No Limit,34000000,3963007415.0,Entertainment,Jess No Limit,2284,Indonesia,ID,Entertainment,1882.0,1.0,33.0,547141000.0,136800.0,2200000.0,1600000.0,26300000.0,2017.0,9.0,7,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,9,2017-09-07,3055,3
119,Jingle Toons,34000000,11351015824.0,Film & Animation,Jingle Toons,240,India,IN,Film,360.0,32.0,8.0,179903000.0,45000.0,719600.0,539700.0,8600000.0,2013.0,1.0,24,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,1,2013-01-24,4742,3
120,VEGETTA777,33800000,15432929204.0,Gaming,VEGETTA777,7606,Spain,ES,Games,211.0,2.0,10.0,39094000.0,9800.0,156400.0,117300.0,1900000.0,2008.0,3.0,2,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Gaming,3,2008-03-02,6531,6
121,Galinha Pintadinha,33800000,27274550757.0,Film & Animation,Galinha Pintadinha,66,Brazil,BR,Film,54.0,8.0,9.0,403508000.0,100900.0,1600000.0,1200000.0,19400000.0,2006.0,8.0,30,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,8,2006-08-30,7081,2
122,SSSniperWolf,33700000,23492684419.0,Gaming,SSSniperWolf,3366,United States,US,Entertainment,83.0,37.0,35.0,210955000.0,52700.0,843800.0,632900.0,10100000.0,2013.0,1.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,1,2013-01-20,4746,6
123,Desi Music Factory,33700000,10189027455.0,Music,Desi music factory,2,Unknown,Unknown,Music,4057699.0,,5775.0,64085000.0,0.0,0.0,0.0,0.0,2018.0,4.0,10,,,,,,,Music,4,2018-04-10,2840,1
124,Selena Gomez,33600000,13013567335.0,Film & Animation,Selena Gomez,188,United States,US,Music,288.0,38.0,43.0,115792000.0,28900.0,463200.0,347400.0,5600000.0,2008.0,2.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,2,2008-02-08,6554,4
125,Rajshri,33500000,14864294792.0,Music,Rajshri,3741,India,IN,Entertainment,222.0,34.0,36.0,272255000.0,68100.0,1100000.0,816800.0,13100000.0,2006.0,3.0,24,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,3,2006-03-24,7240,4
126,Ch3Thailand,33500000,29611914495.0,Entertainment,Ch3Thailand,96214,Thailand,TH,Entertainment,41.0,3.0,37.0,61307000.0,0.0,0.0,0.0,0.0,2014.0,5.0,29,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Entertainment,5,2014-05-29,4252,3
127,KHANDESHI MOVIES,33500000,11405809704.0,Comedy,KHANDESHI MOVIES,217,India,IN,Comedy,357.0,35.0,4.0,24736000.0,6200.0,98900.0,74200.0,1200000.0,2013.0,11.0,11,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,11,2013-11-11,4451,0
128,NoCopyrightSounds,33400000,10530729078.0,Music,NoCopyrightSounds,1331,United Kingdom,GB,Music,402.0,3.0,44.0,55654000.0,13900.0,222600.0,167000.0,2700000.0,2011.0,8.0,14,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,8,2011-08-14,5271,6
129,CVS 3D Rhymes & Kids Songs,33400000,20269857567.0,Education,CVS 3D Rhymes & Kids Songs,338,India,IN,Education,120.0,35.0,9.0,136084000.0,34000.0,544300.0,408300.0,6500000.0,2008.0,8.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,8,2008-08-26,6354,1
130,Ricis Official,33300000,5994136760.0,People & Blogs,Ricis Official,2736,Indonesia,ID,Entertainment,1043.0,2.0,34.0,157101000.0,39300.0,628400.0,471300.0,7500000.0,2016.0,1.0,15,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,People & Blogs,1,2016-01-15,3656,4
131,BabyBus - Kids Songs and Cartoons,32800000,26355088167.0,Education,BabyBus - Kids Songs and Cartoons,2122,United States,US,Education,64.0,39.0,10.0,127498000.0,31900.0,510000.0,382500.0,6100000.0,2016.0,7.0,15,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,7,2016-07-15,3474,4
132,Eros Now Music,32700000,17853798780.0,Entertainment,Mzaalo,1521,India,IN,Entertainment,8055.0,730.0,838.0,20263000.0,5100.0,81100.0,60800.0,972600.0,2012.0,3.0,14,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,3,2012-03-14,5058,2
133,BETER Bï¿½ï¿½,32700000,19180039918.0,,BETER Bï¿½ï¿½,2738,Turkey,TR,Games,137.0,1.0,11.0,1463000000.0,365900.0,5900000.0,4400000.0,70200000.0,2012.0,12.0,12,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322,Games,12,2012-12-12,4785,2
134,DisneyMusicVEVO,32700000,28516250629.0,Music,DisneyMusicVEVO,2068,United States,US,Music,50.0,40.0,45.0,329861000.0,82500.0,1300000.0,989600.0,15800000.0,2010.0,5.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2010-05-20,5722,3
135,The Weeknd,32600000,23379969006.0,Music,The Weeknd,169,Canada,CA,Music,85.0,3.0,45.0,373828000.0,93500.0,1500000.0,1100000.0,17900000.0,2011.0,2.0,25,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Music,2,2011-02-25,5441,4
136,WowKidz,32200000,16613441479.0,Film & Animation,wowkidz,2,Unknown,Unknown,Entertainment,4053139.0,,6723.0,1.0,0.0,0.0,0.0,0.05,2006.0,12.0,16,,,,,,,Film & Animation,12,2006-12-16,6973,5
137,KAROL G,32100000,18699145555.0,Music,KAROL G,134,Colombia,CO,Music,140.0,3.0,46.0,465647000.0,116400.0,1900000.0,1400000.0,22400000.0,2013.0,3.0,14,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Music,3,2013-03-14,4693,3
138,Mr Bean,32100000,10602236110.0,Shows,Mr Bean,3091,United Kingdom,GB,Comedy,400.0,4.0,5.0,56534000.0,14100.0,226100.0,169600.0,2700000.0,2006.0,1.0,4,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Shows,1,2006-01-04,7319,2
139,rezendeevil,32100000,13061739758.0,Gaming,rezendeevil,11882,Brazil,BR,Entertainment,287.0,9.0,40.0,44505000.0,11100.0,178000.0,133500.0,2100000.0,2012.0,2.0,12,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Gaming,2,2012-02-12,5089,6
140,StarPlus,32000000,26800674545.0,Entertainment,StarPlus,44892,India,IN,Entertainment,60.0,38.0,40.0,1667000000.0,416800.0,6700000.0,5000000.0,80000000.0,2006.0,5.0,19,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,5,2006-05-19,7184,4
141,SMTOWN,31900000,27330239663.0,Music,SMTOWN,4158,Unknown,Unknown,Music,53.0,,47.0,233402000.0,58400.0,933600.0,700200.0,11200000.0,2006.0,3.0,18,,,,,,,Music,3,2006-03-18,7246,5
142,GMA  Network,31900000,19428308461.0,Entertainment,GMA  Network,93311,Philippines,PH,Entertainment,129.0,2.0,41.0,798510000.0,199600.0,3200000.0,2400000.0,38300000.0,2006.0,11.0,20,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,Entertainment,11,2006-11-20,6999,0
143,GENIAL,31800000,6762424690.0,Howto & Style,GENIAL,6734,Mexico,MX,Howto,884.0,4.0,4.0,31455000.0,7900.0,125800.0,94400.0,1500000.0,2017.0,6.0,1,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Howto & Style,6,2017-06-01,3153,3
144,MR. INDIAN HACKER,31700000,5711208484.0,Science & Technology,MR. INDIAN HACKER,929,India,IN,Tech,1132.0,40.0,1.0,109125000.0,27300.0,436500.0,327400.0,5200000.0,2012.0,6.0,21,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Science & Technology,6,2012-06-21,4959,3
145,Worldwide Records Bhojpuri,31700000,16476978876.0,Music,Worldwide Records Bhojpuri,6518,India,IN,Music,177.0,39.0,48.0,112648000.0,28200.0,450600.0,337900.0,5400000.0,2012.0,3.0,15,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,3,2012-03-15,5057,3
146,DONA ï¿½ï¿½,31700000,21031745531.0,Entertainment,DONA ï¿½ï¿½,166,United States,US,Entertainment,110.0,41.0,42.0,153280000.0,38300.0,613100.0,459800.0,7400000.0,2018.0,4.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,4,2018-04-05,2845,3
147,Dream,31700000,2930015381.0,Gaming,Dream,116,United States,US,Games,2986.0,41.0,12.0,27022000.0,6800.0,108100.0,81100.0,1300000.0,2014.0,2.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,2,2014-02-08,4362,5
148,Lucas and Marcus,31600000,11615848291.0,Entertainment,Lucas and Marcus,1321,United States,US,Entertainment,339.0,42.0,43.0,312099000.0,78000.0,1200000.0,936300.0,15000000.0,2011.0,1.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,1,2011-01-19,5478,2
149,JustinBieberVEVO,31600000,26583873105.0,Music,JustinBieberVEVO,204,United States,US,Music,63.0,42.0,49.0,105126000.0,26300.0,420500.0,315400.0,5000000.0,2009.0,9.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2009-09-26,5958,5
150,Luis Fonsi,31400000,15176762479.0,Entertainment,luisfonsi,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2006.0,3.0,31,,,,,,,Entertainment,3,2006-03-31,7233,4
151,Peppa Pig - Official Channel,31400000,22919271731.0,Film & Animation,Peppa Pig - Official Channel,3589,United Kingdom,GB,Education,91.0,5.0,11.0,244925000.0,61200.0,979700.0,734800.0,11800000.0,2013.0,10.0,9,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Film & Animation,10,2013-10-09,4484,2
152,YOLO AVENTURAS,31200000,9673649438.0,People & Blogs,YOLO AVENTURAS,65,Venezuela,VE,Comedy,3361188.0,522.0,2270.0,3589.0,0.9,14.0,11.0,172.0,2018.0,12.0,16,79.3,28515829.0,8.8,25162368.0,6.42375,-66.58973,People & Blogs,12,2018-12-16,2590,6
153,The Tonight Show Starring Jimmy Fallon,31200000,17111726160.0,Comedy,The Tonight Show Starring Jimmy Fallon,8976,United States,US,Comedy,166.0,44.0,6.0,22511000.0,0.0,0.0,0.0,0.0,2006.0,1.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,1,2006-01-08,7315,6
154,TheDonato,31200000,6187804950.0,Entertainment,TheDonato,3027,Argentina,AR,Games,997.0,3.0,12.0,190679000.0,47700.0,762700.0,572000.0,9200000.0,2015.0,2.0,17,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Entertainment,2,2015-02-17,3988,1
155,ImagineDragons,30700000,16793072362.0,Music,ImagineDragons,92,United States,US,Music,169.0,45.0,50.0,188837000.0,47200.0,755300.0,566500.0,9100000.0,2009.0,8.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,8,2009-08-03,6012,0
156,Diana and Roma ESP,30700000,12355992466.0,,Diana and Roma ESP,578,United States,US,Entertainment,313.0,45.0,45.0,102998000.0,25700.0,412000.0,309000.0,4900000.0,2016.0,11.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2016-11-27,3339,6
157,Round2hell,30700000,3145161634.0,Comedy,Round2hell,67,India,IN,Entertainment,2687.0,41.0,45.0,31822000.0,8000.0,127300.0,95500.0,1500000.0,2016.0,10.0,20,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,10,2016-10-20,3377,3
158,Zee News,30500000,16709857823.0,News & Politics,Zee News,180092,India,IN,News,168.0,41.0,4.0,461472000.0,115400.0,1800000.0,1400000.0,22200000.0,2007.0,6.0,19,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,6,2007-06-19,6788,1
159,AboFlah,30500000,4521573939.0,Gaming,AboFlah,641,Kuwait,KW,Entertainment,1573.0,1.0,7.0,157908000.0,39500.0,631600.0,473700.0,7600000.0,2016.0,7.0,28,54.4,4207083.0,2.18,4207083.0,29.31166,47.481766,Gaming,7,2016-07-28,3461,3
160,AH,30400000,4332274962.0,Entertainment,AH,2197,Indonesia,ID,Entertainment,1701.0,4.0,46.0,21440000.0,5400.0,85800.0,64300.0,1000000.0,2014.0,1.0,26,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,1,2014-01-26,4375,6
161,Trap Nation,30400000,14037426379.0,Music,Trap Nation,2725,United States,US,Music,255.0,46.0,51.0,45822000.0,11500.0,183300.0,137500.0,2200000.0,2012.0,9.0,23,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2012-09-23,4865,6
162,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915.0,,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,532,United States,US,Entertainment,147.0,46.0,46.0,122926000.0,30700.0,491700.0,368800.0,5900000.0,2018.0,11.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2018-11-03,2633,5
163,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,Entertainment,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,223,United States,US,Entertainment,269.0,47.0,47.0,22724000.0,5700.0,90900.0,68200.0,1100000.0,2012.0,2.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,2,2012-02-21,5080,1
164,Adele,30200000,14199108016.0,Music,Adele,15,United Kingdom,GB,Music,248.0,6.0,53.0,137099000.0,34300.0,548400.0,411300.0,6600000.0,2008.0,4.0,4,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,4,2008-04-04,6498,4
165,Talking Tom,30200000,15199330166.0,Comedy,TalkingTom,2,United States,US,Entertainment,4057345.0,7736.0,6776.0,64085000.0,0.0,0.0,0.0,0.0,2008.0,6.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,6,2008-06-27,6414,4
166,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537.0,Entertainment,ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,3254,Jordan,JO,Music,51.0,1.0,52.0,116434000.0,29100.0,465700.0,349300.0,5600000.0,2008.0,11.0,24,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414,Entertainment,11,2008-11-24,6264,0
167,Frost Diamond,30100000,7277493940.0,Gaming,frostdiamond,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2006.0,8.0,10,,,,,,,Gaming,8,2006-08-10,7101,3
168,Spinnin' Records,30100000,19607009165.0,Music,Spinnin' Records,11501,Netherlands,NL,Music,127.0,1.0,54.0,100040000.0,25000.0,400200.0,300100.0,4800000.0,2007.0,7.0,12,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266,Music,7,2007-07-12,6765,3
169,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,Education,Little Angel: Nursery Rhymes & Kids Songs,1349,United States,US,Education,95.0,49.0,12.0,107525000.0,26900.0,430100.0,322600.0,5200000.0,2015.0,12.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,12,2015-12-14,3688,0
170,jacksepticeye,30100000,16246625836.0,Gaming,jacksepticeye,5114,Unknown,Unknown,Games,183.0,2.0,14.0,40425000.0,10100.0,161700.0,121300.0,1900000.0,2007.0,2.0,24,,,,,,,Gaming,2,2007-02-24,6903,5
171,Shawn Mendes,30000000,12831200855.0,Music,Shawn Mendes,133,Canada,CA,Music,295.0,4.0,55.0,88749000.0,22200.0,355000.0,266200.0,4300000.0,2011.0,1.0,19,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Music,1,2011-01-19,5478,2
172,ashish chanchlani vines,29800000,4457913639.0,Comedy,ashish chanchlani vines,151,India,IN,Comedy,1622.0,42.0,8.0,26171000.0,6500.0,104700.0,78500.0,1300000.0,2009.0,7.0,6,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,7,2009-07-06,6040,0
173,Ultra Records,29600000,17208027242.0,Music,Ultra Records,4903,United States,US,Music,165.0,50.0,56.0,81884000.0,20500.0,327500.0,245700.0,3900000.0,2006.0,10.0,24,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,10,2006-10-24,7026,1
174,Popular on YouTube,29300000,0.0,,Popular on Youtube,3,Unknown,Unknown,Education,4019724.0,,4847.0,1.0,0.0,0.0,0.0,0.05,2017.0,8.0,7,,,,,,,Education,8,2017-08-07,3086,0
175,Maluma,29300000,21226945136.0,Music,MaLuMa,14,Argentina,AR,People,4051498.0,3624.0,7658.0,15.0,0.0,0.06,0.05,0.72,2015.0,10.0,31,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Music,10,2015-10-31,3732,5
176,Zhong,29200000,14727238483.0,Entertainment,Zhong,1513,United States,US,Entertainment,230.0,51.0,48.0,180519000.0,0.0,0.0,0.0,0.0,2015.0,1.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,1,2015-01-19,4017,0
177,Enaldinho,29200000,11627437847.0,Comedy,Enaldinho,3654,Brazil,BR,Games,338.0,10.0,15.0,303100000.0,75800.0,1200000.0,909300.0,14500000.0,2012.0,11.0,7,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Comedy,11,2012-11-07,4820,2
178,AuronPlay,29200000,4079141673.0,Comedy,AuronPlay,404,Spain,ES,Comedy,1852.0,3.0,9.0,12143000.0,3000.0,48600.0,36400.0,582900.0,2006.0,2.0,28,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Comedy,2,2006-02-28,7264,1
179,Shorts Break,29000000,19466238065.0,Comedy,shorts break,42,Unknown,Unknown,,3997024.0,,,60805.0,15.0,243.0,182.0,2900.0,2021.0,1.0,28,,,,,,,Comedy,1,2021-01-28,1816,3
180,infobells - Tamil,28900000,17930570614.0,Education,infobells - Tamil,555,India,IN,Education,149.0,44.0,13.0,109828000.0,27500.0,439300.0,329500.0,5300000.0,2014.0,3.0,13,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,3,2014-03-13,4329,3
181,Aditya Music India,28500000,25857994495.0,Music,Aditya Music,0,Unknown,Unknown,Music,4057944.0,,4721.0,64085000.0,0.0,0.0,0.0,0.0,2010.0,12.0,16,,,,,,,Music,12,2010-12-16,5512,3
182,The Late Late Show with James Corden,28400000,9956764048.0,Entertainment,The Late Late Show with James Corden,5809,United States,US,Entertainment,445.0,53.0,49.0,26435000.0,6600.0,105700.0,79300.0,1300000.0,2006.0,11.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,11,2006-11-21,6998,1
